
100 3e-06
200 3e-06
300 2e-06
400 2e-06
500 2e-06
600 2e-06
700 1e-06
800 2e-06
900 1e-06
1000 3e-06
1100 2e-06
1200 3e-06
1300 2e-06
1400 1e-06
1500 1e-06
1600 2e-06
1700 3e-06
1800 2e-06
1900 1e-06
2000 2e-06
2100 1e-06
2200 2e-06
2300 2e-06
2400 2e-06
2500 2e-06
2600 2e-06
2700 2e-06
2800 2e-06
2900 2e-06
3000 2e-06
3100 3e-06
3200 2e-06
3300 2e-06
3400 2e-06
3500 2e-06
3600 2e-06
3700 4e-06
3800 2e-06
3900 2e-06
4000 2e-06
4100 1e-06
4200 2e-06
4300 2e-06
4400 6e-06
4500 2e-06
4600 2e-06
4700 1e-06
4800 2e-06
4900 2e-06
5000 2e-06
5100 4e-06
5200 2e-06
5300 2e-06
5400 2e-06
5500 2e-06
5600 2e-06
5700 1e-06
5800 4e-06
5900 1e-06
6000 2e-06
6100 1e-06
6200 3e-06
6300 1e-06
6400 3e-06
6500 2e-06
6600 2e-06
6700 2e-06
6800 1e-06
6900 2e-06
7000 2e-06
7100 3e-06
7200 2e-06
7300 2e-06
7400 2e-06
7500 1e-06
7600 2e-06
7700 2e-06
7800 2e-06
7900 1e-06
8000 1e-06
8100 2e-06
8200 2e-06
8300 2e-06
8400 3e-06
8500 2e-06
8600 2e-06
8700 2e-06
8800 2e-06
8900 1e-06
9000 4e-06
9100 1e-06
9200 2e-06
9300 2e-06
9400 2e-06
9500 2e-06
9600 2e-06
9700 1e-06
9800 4e-06
9900 1e-06
10000 1e-06
10100 1e-06
10200 2e-06
10300 2e-06
10400 2e-06
10500 2e-06
10600 2e-06
10700 3e-06
10800 2e-06
10900 3e-06
11000 2e-06
11100 2e-06
11200 2e-06
11300 2e-06
11400 2e-06
11500 2e-06
11600 3e-06
11700 2e-06
11800 1e-06
11900 2e-06
12000 2e-06
12100 3e-06
12200 4e-06
12300 1e-06
12400 2e-06
12500 1e-06
12600 2e-06
12700 1e-06
12800 2e-06
12900 3e-06
13000 1e-06
13100 2e-06
13200 2e-06
13300 2e-06
13400 2e-06
13500 2e-06
13600 3e-06
13700 2e-06
13800 2e-06
13900 2e-06
14000 1e-06
14100 2e-06
14200 2e-06
14300 2e-06
14400 1e-06
14500 2e-06
14600 1e-06
14700 1e-06
14800 2e-06
14900 3e-06
15000 2e-06
15100 1e-06
15200 1e-06
15300 1e-06
15400 2e-06
15500 1e-06
15600 1e-06
15700 3e-06
15800 2e-06
15900 2e-06
16000 2e-06
16100 2e-06
16200 2e-06
16300 1e-06
16400 2e-06
16500 1e-06
16600 2e-06
16700 1e-06
16800 2e-06
16900 3e-06
17000 2e-06
17100 2e-06
17200 2e-06
17300 2e-06
17400 2e-06
17500 3e-06
17600 2e-06
17700 2e-06
17800 1e-06
17900 2e-06
18000 1e-06
18100 2e-06
18200 2e-06
18300 2e-06
18400 1e-06
18500 2e-06
18600 2e-06
18700 3e-06
18800 2e-06
18900 1e-06
19000 1e-06
19100 1e-06
19200 2e-06
19300 2e-06
19400 2e-06
19500 2e-06
19600 2e-06
19700 2e-06
19800 2e-06
19900 2e-06
20000 3e-06
20100 1e-06
20200 2e-06
20300 3e-06
20400 3e-06
20500 2e-06
20600 2e-06
20700 2e-06
20800 2e-06
20900 2e-06
21000 2e-06
21100 2e-06
21200 2e-06
21300 2e-06
21400 3e-06
21500 3e-06
21600 2e-06
21700 5e-06
21800 2e-06
21900 2e-06
22000 2e-06
22100 1e-06
22200 1e-06
22300 1e-06
22400 2e-06
22500 1e-06
22600 1e-06
22700 2e-06
22800 2e-06
22900 3e-06
23000 2e-06
23100 2e-06
23200 1e-06
23300 1e-06
23400 2e-06
23500 1e-06
23600 1e-06
23700 2e-06
23800 1e-06
23900 2e-06
24000 2e-06
24100 2e-06
24200 2e-06
24300 2e-06
24400 2e-06
24500 2e-06
24600 1e-06
24700 1e-06
24800 3e-06
24900 2e-06
25000 2e-06
25100 2e-06
25200 2e-06
25300 2e-06
25400 2e-06
25500 2e-06
25600 2e-06
25700 2e-06
25800 2e-06
25900 3e-06
26000 2e-06
26100 1e-06
26200 2e-06
26300 1e-06
26400 1e-06
26500 2e-06
26600 2e-06
26700 2e-06
26800 2e-06
26900 1e-06
27000 2e-06
27100 2e-06
27200 3e-06
27300 2e-06
27400 2e-06
27500 1e-06
27600 2e-06
27700 1e-06
27800 3e-06
27900 2e-06
28000 2e-06
28100 2e-06
28200 2e-06
28300 1e-06
28400 2e-06
28500 1e-06
28600 2e-06
28700 2e-06
28800 1e-06
28900 2e-06
29000 2e-06
29100 1e-06
29200 3e-06
29300 2e-06
29400 2e-06
29500 2e-06
29600 3e-06
29700 1e-06
29800 2e-06
29900 2e-06
30000 2e-06
30100 2e-06
30200 2e-06
30300 3e-06
30400 2e-06
30500 2e-06
30600 1e-06
30700 1e-06
30800 2e-06
30900 1e-06
31000 2e-06
31100 2e-06
31200 2e-06
31300 1e-06
31400 4e-06
31500 2e-06
31600 2e-06
31700 1e-06
31800 2e-06
